195.54.47.52 - - [03/Feb/2018:14:33:13 +0000] "GET /sql/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
66.70.218.233 - - [03/Feb/2018:16:52:04 +0000] "GET /vendor/phpunit/phpunit/src/Util/Filter.php HTTP/1.1" 404 143 "-" "Go-http-client/1.1"
195.54.47.52 - - [03/Feb/2018:18:12:17 +0000] "GET /admindb/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:18:12:17 +0000] "GET /admindb/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:18:12:18 +0000] "GET /admin/phpmyadmin/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:18:12:18 +0000] "GET /admin/phpmyadmin/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:18:12:18 +0000] "GET /admin/phpMyAdmin/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:18:12:18 +0000] "GET /admin/phpMyAdmin/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:18:12:18 +0000] "GET /admin/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:18:12:18 +0000] "GET /admin/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:18:12:18 +0000] "GET /dbadmin/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:18:12:18 +0000] "GET /dbadmin/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
195.54.47.52 - - [03/Feb/2018:18:12:19 +0000] "GET /db/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
